coin,timeframe,period,bars,st1_period,st1_mult,st2_period,st2_mult,settings,sl,rr,target,risk,num_trades,win_rate,total_net_profit,ending_capital,return_pct,max_drawdown_pct,profit_factor,expectancy,avg_win,avg_loss,exposure_pct
SOL/INR,30m,2026-07-25 to 2026-09-24 (60D),2872,10,3.0,7,2.0,"ST1(10,3.0)+ST2(7,2.0)",1.5%,1:3,4.5%,1%,85,44.71,956.85,10956.85,9.57,8.04,1.22,11.26,138.51,-91.63,61.96
SOL/INR,30m,2026-07-25 to 2026-09-24 (60D),2872,7,2.0,10,3.0,"ST1(7,2.0)+ST2(10,3.0)",1.5%,1:3,4.5%,1%,85,44.71,956.85,10956.85,9.57,8.04,1.22,11.26,138.51,-91.63,61.96
SOL/INR,30m,2026-07-25 to 2026-09-24 (60D),2872,14,3.0,14,3.5,"ST1(14,3.0)+ST2(14,3.5)",1.5%,1:3,4.5%,1%,80,45.0,954.65,10954.65,9.55,6.35,1.23,11.93,139.68,-92.58,55.94
SOL/INR,30m,2026-07-25 to 2026-09-24 (60D),2872,14,3.5,14,3.0,"ST1(14,3.5)+ST2(14,3.0)",1.5%,1:3,4.5%,1%,80,45.0,954.65,10954.65,9.55,6.35,1.23,11.93,139.68,-92.58,55.94
SOL/INR,30m,2026-07-25 to 2026-09-24 (60D),2872,10,2.0,10,4.0,"ST1(10,2.0)+ST2(10,4.0)",1.5%,1:3,4.5%,1%,75,42.67,948.7,10948.7,9.49,7.8,1.24,12.65,153.4,-92.1,51.93
SOL/INR,30m,2026-07-25 to 2026-09-24 (60D),2872,10,4.0,10,2.0,"ST1(10,4.0)+ST2(10,2.0)",1.5%,1:3,4.5%,1%,75,42.67,948.7,10948.7,9.49,7.8,1.24,12.65,153.4,-92.1,51.93
SOL/INR,30m,2026-07-25 to 2026-09-24 (60D),2872,7,2.0,7,3.0,"ST1(7,2.0)+ST2(7,3.0)",1.5%,1:3,4.5%,1%,86,45.35,942.57,10942.57,9.43,8.16,1.22,10.96,135.06,-92.01,61.34
SOL/INR,30m,2026-07-25 to 2026-09-24 (60D),2872,7,3.0,7,2.0,"ST1(7,3.0)+ST2(7,2.0)",1.5%,1:3,4.5%,1%,86,45.35,942.57,10942.57,9.43,8.16,1.22,10.96,135.06,-92.01,61.34
SOL/INR,30m,2026-07-25 to 2026-09-24 (60D),2872,10,3.0,12,3.5,"ST1(10,3.0)+ST2(12,3.5)",1.5%,1:3,4.5%,1%,80,45.0,931.96,10931.96,9.32,5.93,1.23,11.65,140.51,-93.78,54.93
SOL/INR,30m,2026-07-25 to 2026-09-24 (60D),2872,12,3.5,10,3.0,"ST1(12,3.5)+ST2(10,3.0)",1.5%,1:3,4.5%,1%,80,45.0,931.96,10931.96,9.32,5.93,1.23,11.65,140.51,-93.78,54.93
SOL/INR,30m,2026-07-25 to 2026-09-24 (60D),2872,14,2.0,14,4.0,"ST1(14,2.0)+ST2(14,4.0)",1.5%,1:3,4.5%,1%,70,42.86,928.92,10928.92,9.29,6.49,1.25,13.27,152.41,-91.08,50.51
SOL/INR,30m,2026-07-25 to 2026-09-24 (60D),2872,14,4.0,14,2.0,"ST1(14,4.0)+ST2(14,2.0)",1.5%,1:3,4.5%,1%,70,42.86,928.92,10928.92,9.29,6.49,1.25,13.27,152.41,-91.08,50.51
SOL/INR,30m,2026-07-25 to 2026-09-24 (60D),2872,14,3.5,7,3.0,"ST1(14,3.5)+ST2(7,3.0)",1.5%,1:3,4.5%,1%,82,43.9,914.55,10914.55,9.15,5.93,1.22,11.15,140.28,-89.9,56.64
SOL/INR,30m,2026-07-25 to 2026-09-24 (60D),2872,7,3.0,14,3.5,"ST1(7,3.0)+ST2(14,3.5)",1.5%,1:3,4.5%,1%,82,43.9,914.55,10914.55,9.15,5.93,1.22,11.15,140.28,-89.9,56.64
SOL/INR,30m,2026-07-25 to 2026-09-24 (60D),2872,7,3.5,12,2.0,"ST1(7,3.5)+ST2(12,2.0)",1.5%,1:3,4.5%,1%,75,44.0,912.24,10912.24,9.12,8.82,1.23,12.16,145.43,-92.54,52.11
SOL/INR,30m,2026-07-25 to 2026-09-24 (60D),2872,12,2.0,7,3.5,"ST1(12,2.0)+ST2(7,3.5)",1.5%,1:3,4.5%,1%,75,44.0,912.24,10912.24,9.12,8.82,1.23,12.16,145.43,-92.54,52.11
SOL/INR,30m,2026-07-25 to 2026-09-24 (60D),2872,12,2.0,10,4.0,"ST1(12,2.0)+ST2(10,4.0)",1.5%,1:3,4.5%,1%,74,43.24,909.07,10909.07,9.09,7.68,1.23,12.28,150.49,-93.01,50.57
SOL/INR,30m,2026-07-25 to 2026-09-24 (60D),2872,10,4.0,12,2.0,"ST1(10,4.0)+ST2(12,2.0)",1.5%,1:3,4.5%,1%,74,43.24,909.07,10909.07,9.09,7.68,1.23,12.28,150.49,-93.01,50.57
SOL/INR,5m,2026-09-17 to 2026-09-24 (7D),1963,14,2.0,12,4.0,"ST1(14,2.0)+ST2(12,4.0)",1.5%,1:3,4.5%,1%,14,71.43,899.3,10899.3,8.99,3.19,2.85,64.24,138.61,-121.69,87.92
SOL/INR,5m,2026-09-17 to 2026-09-24 (7D),1963,12,4.0,14,2.0,"ST1(12,4.0)+ST2(14,2.0)",1.5%,1:3,4.5%,1%,14,71.43,899.3,10899.3,8.99,3.19,2.85,64.24,138.61,-121.69,87.92
SOL/INR,30m,2026-07-25 to 2026-09-24 (60D),2872,7,3.0,10,3.0,"ST1(7,3.0)+ST2(10,3.0)",1.5%,1:3,4.5%,1%,90,43.33,870.59,10870.59,8.71,6.61,1.18,9.67,143.16,-92.41,63.92
SOL/INR,30m,2026-07-25 to 2026-09-24 (60D),2872,10,3.0,7,3.0,"ST1(10,3.0)+ST2(7,3.0)",1.5%,1:3,4.5%,1%,90,43.33,870.59,10870.59,8.71,6.61,1.18,9.67,143.16,-92.41,63.92
SOL/INR,5m,2026-09-17 to 2026-09-24 (7D),1963,14,2.0,14,4.0,"ST1(14,2.0)+ST2(14,4.0)",1.5%,1:3,4.5%,1%,14,71.43,870.11,10870.11,8.7,3.19,2.79,62.15,135.56,-121.37,86.29
SOL/INR,5m,2026-09-17 to 2026-09-24 (7D),1963,14,4.0,14,2.0,"ST1(14,4.0)+ST2(14,2.0)",1.5%,1:3,4.5%,1%,14,71.43,870.11,10870.11,8.7,3.19,2.79,62.15,135.56,-121.37,86.29
SOL/INR,30m,2026-07-25 to 2026-09-24 (60D),2872,12,4.0,7,3.0,"ST1(12,4.0)+ST2(7,3.0)",1.5%,1:3,4.5%,1%,82,42.68,867.79,10867.79,8.68,7.98,1.2,10.58,150.32,-93.48,55.28
SOL/INR,30m,2026-07-25 to 2026-09-24 (60D),2872,7,3.0,12,4.0,"ST1(7,3.0)+ST2(12,4.0)",1.5%,1:3,4.5%,1%,82,42.68,867.79,10867.79,8.68,7.98,1.2,10.58,150.32,-93.48,55.28
SOL/INR,30m,2026-07-25 to 2026-09-24 (60D),2872,12,4.0,14,3.0,"ST1(12,4.0)+ST2(14,3.0)",1.5%,1:3,4.5%,1%,80,43.75,845.15,10845.15,8.45,7.34,1.2,10.56,147.38,-95.85,53.92
SOL/INR,30m,2026-07-25 to 2026-09-24 (60D),2872,14,3.0,12,4.0,"ST1(14,3.0)+ST2(12,4.0)",1.5%,1:3,4.5%,1%,80,43.75,845.15,10845.15,8.45,7.34,1.2,10.56,147.38,-95.85,53.92
SOL/INR,30m,2026-07-25 to 2026-09-24 (60D),2872,14,4.0,14,3.0,"ST1(14,4.0)+ST2(14,3.0)",1.5%,1:3,4.5%,1%,79,43.04,843.12,10843.12,8.43,7.35,1.2,10.67,150.0,-94.6,53.92
SOL/INR,30m,2026-07-25 to 2026-09-24 (60D),2872,14,3.0,14,4.0,"ST1(14,3.0)+ST2(14,4.0)",1.5%,1:3,4.5%,1%,79,43.04,843.12,10843.12,8.43,7.35,1.2,10.67,150.0,-94.6,53.92
SOL/INR,30m,2026-07-25 to 2026-09-24 (60D),2872,14,3.5,7,2.0,"ST1(14,3.5)+ST2(7,2.0)",1.5%,1:3,4.5%,1%,78,42.31,814.39,10814.39,8.14,7.77,1.21,10.44,143.48,-87.12,56.29
SOL/INR,30m,2026-07-25 to 2026-09-24 (60D),2872,7,2.0,14,3.5,"ST1(7,2.0)+ST2(14,3.5)",1.5%,1:3,4.5%,1%,78,42.31,814.39,10814.39,8.14,7.77,1.21,10.44,143.48,-87.12,56.29
SOL/INR,30m,2026-07-25 to 2026-09-24 (60D),2872,7,3.0,12,3.5,"ST1(7,3.0)+ST2(12,3.5)",1.5%,1:3,4.5%,1%,82,43.9,810.14,10810.14,8.1,5.93,1.19,9.88,139.17,-91.3,56.25
SOL/INR,30m,2026-07-25 to 2026-09-24 (60D),2872,12,3.5,7,3.0,"ST1(12,3.5)+ST2(7,3.0)",1.5%,1:3,4.5%,1%,82,43.9,810.14,10810.14,8.1,5.93,1.19,9.88,139.17,-91.3,56.25
SOL/INR,30m,2026-07-25 to 2026-09-24 (60D),2872,14,3.0,10,3.5,"ST1(14,3.0)+ST2(10,3.5)",1.5%,1:3,4.5%,1%,82,43.9,805.5,10805.5,8.06,5.58,1.19,9.82,140.91,-92.77,57.47
SOL/INR,30m,2026-07-25 to 2026-09-24 (60D),2872,10,3.5,14,3.0,"ST1(10,3.5)+ST2(14,3.0)",1.5%,1:3,4.5%,1%,82,43.9,805.5,10805.5,8.06,5.58,1.19,9.82,140.91,-92.77,57.47
SOL/INR,30m,2026-07-25 to 2026-09-24 (60D),2872,7,3.0,14,4.0,"ST1(7,3.0)+ST2(14,4.0)",1.5%,1:3,4.5%,1%,81,41.98,803.42,10803.42,8.03,8.0,1.19,9.92,150.64,-91.88,54.62
SOL/INR,30m,2026-07-25 to 2026-09-24 (60D),2872,14,4.0,7,3.0,"ST1(14,4.0)+ST2(7,3.0)",1.5%,1:3,4.5%,1%,81,41.98,803.42,10803.42,8.03,8.0,1.19,9.92,150.64,-91.88,54.62
SOL/INR,5m,2026-09-17 to 2026-09-24 (7D),1963,12,4.0,12,3.0,"ST1(12,4.0)+ST2(12,3.0)",1.5%,1:3,4.5%,1%,13,69.23,796.32,10796.32,7.96,3.3,2.64,61.26,142.55,-121.66,87.77
SOL/INR,5m,2026-09-17 to 2026-09-24 (7D),1963,12,4.0,7,3.0,"ST1(12,4.0)+ST2(7,3.0)",1.5%,1:3,4.5%,1%,13,69.23,796.32,10796.32,7.96,3.3,2.64,61.26,142.55,-121.66,86.9
SOL/INR,5m,2026-09-17 to 2026-09-24 (7D),1963,14,3.0,12,4.0,"ST1(14,3.0)+ST2(12,4.0)",1.5%,1:3,4.5%,1%,13,69.23,796.32,10796.32,7.96,3.3,2.64,61.26,142.55,-121.66,86.29
SOL/INR,5m,2026-09-17 to 2026-09-24 (7D),1963,12,4.0,14,3.0,"ST1(12,4.0)+ST2(14,3.0)",1.5%,1:3,4.5%,1%,13,69.23,796.32,10796.32,7.96,3.3,2.64,61.26,142.55,-121.66,86.29
SOL/INR,5m,2026-09-17 to 2026-09-24 (7D),1963,7,3.0,12,4.0,"ST1(7,3.0)+ST2(12,4.0)",1.5%,1:3,4.5%,1%,13,69.23,796.32,10796.32,7.96,3.3,2.64,61.26,142.55,-121.66,86.9
SOL/INR,5m,2026-09-17 to 2026-09-24 (7D),1963,12,4.0,10,3.0,"ST1(12,4.0)+ST2(10,3.0)",1.5%,1:3,4.5%,1%,13,69.23,796.32,10796.32,7.96,3.3,2.64,61.26,142.55,-121.66,87.77
SOL/INR,5m,2026-09-17 to 2026-09-24 (7D),1963,12,3.0,12,4.0,"ST1(12,3.0)+ST2(12,4.0)",1.5%,1:3,4.5%,1%,13,69.23,796.32,10796.32,7.96,3.3,2.64,61.26,142.55,-121.66,87.77
SOL/INR,5m,2026-09-17 to 2026-09-24 (7D),1963,10,3.0,12,4.0,"ST1(10,3.0)+ST2(12,4.0)",1.5%,1:3,4.5%,1%,13,69.23,796.32,10796.32,7.96,3.3,2.64,61.26,142.55,-121.66,87.77
SOL/INR,5m,2026-09-17 to 2026-09-24 (7D),1963,12,4.0,7,2.0,"ST1(12,4.0)+ST2(7,2.0)",1.5%,1:3,4.5%,1%,14,71.43,795.72,10795.72,7.96,3.19,2.65,56.84,127.79,-120.54,87.21
SOL/INR,5m,2026-09-17 to 2026-09-24 (7D),1963,7,2.0,12,4.0,"ST1(7,2.0)+ST2(12,4.0)",1.5%,1:3,4.5%,1%,14,71.43,795.72,10795.72,7.96,3.19,2.65,56.84,127.79,-120.54,87.21
SOL/INR,5m,2026-09-17 to 2026-09-24 (7D),1963,12,4.0,10,2.0,"ST1(12,4.0)+ST2(10,2.0)",1.5%,1:3,4.5%,1%,14,71.43,795.72,10795.72,7.96,3.19,2.65,56.84,127.79,-120.54,87.21
SOL/INR,5m,2026-09-17 to 2026-09-24 (7D),1963,10,2.0,12,4.0,"ST1(10,2.0)+ST2(12,4.0)",1.5%,1:3,4.5%,1%,14,71.43,795.72,10795.72,7.96,3.19,2.65,56.84,127.79,-120.54,87.21
SOL/INR,5m,2026-09-17 to 2026-09-24 (7D),1963,12,4.0,12,2.0,"ST1(12,4.0)+ST2(12,2.0)",1.5%,1:3,4.5%,1%,14,71.43,795.72,10795.72,7.96,3.19,2.65,56.84,127.79,-120.54,87.21
SOL/INR,5m,2026-09-17 to 2026-09-24 (7D),1963,12,2.0,12,4.0,"ST1(12,2.0)+ST2(12,4.0)",1.5%,1:3,4.5%,1%,14,71.43,795.72,10795.72,7.96,3.19,2.65,56.84,127.79,-120.54,87.21
SOL/INR,30m,2026-07-25 to 2026-09-24 (60D),2872,10,3.0,14,3.5,"ST1(10,3.0)+ST2(14,3.5)",1.5%,1:3,4.5%,1%,82,43.9,793.43,10793.43,7.93,5.93,1.19,9.68,138.94,-91.49,56.74
SOL/INR,30m,2026-07-25 to 2026-09-24 (60D),2872,14,3.5,10,3.0,"ST1(14,3.5)+ST2(10,3.0)",1.5%,1:3,4.5%,1%,82,43.9,793.43,10793.43,7.93,5.93,1.19,9.68,138.94,-91.49,56.74
SOL/INR,30m,2026-07-25 to 2026-09-24 (60D),2872,10,4.0,14,2.0,"ST1(10,4.0)+ST2(14,2.0)",1.5%,1:3,4.5%,1%,71,42.25,791.69,10791.69,7.92,6.49,1.21,11.15,152.48,-92.27,50.78
SOL/INR,30m,2026-07-25 to 2026-09-24 (60D),2872,14,2.0,10,4.0,"ST1(14,2.0)+ST2(10,4.0)",1.5%,1:3,4.5%,1%,71,42.25,791.69,10791.69,7.92,6.49,1.21,11.15,152.48,-92.27,50.78
SOL/INR,5m,2026-09-17 to 2026-09-24 (7D),1963,7,3.5,12,4.0,"ST1(7,3.5)+ST2(12,4.0)",1.5%,1:3,4.5%,1%,14,64.29,779.66,10779.66,7.8,3.3,2.46,55.69,146.04,-106.94,88.84
SOL/INR,5m,2026-09-17 to 2026-09-24 (7D),1963,12,4.0,7,3.5,"ST1(12,4.0)+ST2(7,3.5)",1.5%,1:3,4.5%,1%,14,64.29,779.66,10779.66,7.8,3.3,2.46,55.69,146.04,-106.94,88.84
SOL/INR,30m,2026-07-25 to 2026-09-24 (60D),2872,7,3.0,7,4.0,"ST1(7,3.0)+ST2(7,4.0)",1.5%,1:3,4.5%,1%,82,42.68,778.18,10778.18,7.78,7.84,1.18,9.49,146.07,-92.22,56.88
SOL/INR,30m,2026-07-25 to 2026-09-24 (60D),2872,7,4.0,7,3.0,"ST1(7,4.0)+ST2(7,3.0)",1.5%,1:3,4.5%,1%,82,42.68,778.18,10778.18,7.78,7.84,1.18,9.49,146.07,-92.22,56.88
SOL/INR,5m,2026-09-17 to 2026-09-24 (7D),1963,12,4.0,7,4.0,"ST1(12,4.0)+ST2(7,4.0)",1.5%,1:3,4.5%,1%,13,69.23,773.74,10773.74,7.74,1.84,2.9,59.52,131.14,-101.64,83.23
SOL/INR,5m,2026-09-17 to 2026-09-24 (7D),1963,7,4.0,12,4.0,"ST1(7,4.0)+ST2(12,4.0)",1.5%,1:3,4.5%,1%,13,69.23,773.74,10773.74,7.74,1.84,2.9,59.52,131.14,-101.64,83.23
SOL/INR,5m,2026-09-17 to 2026-09-24 (7D),1963,12,3.0,14,4.0,"ST1(12,3.0)+ST2(14,4.0)",1.5%,1:3,4.5%,1%,13,69.23,767.41,10767.41,7.67,3.3,2.58,59.03,139.2,-121.34,86.14
SOL/INR,5m,2026-09-17 to 2026-09-24 (7D),1963,10,3.0,14,4.0,"ST1(10,3.0)+ST2(14,4.0)",1.5%,1:3,4.5%,1%,13,69.23,767.41,10767.41,7.67,3.3,2.58,59.03,139.2,-121.34,86.14
SOL/INR,5m,2026-09-17 to 2026-09-24 (7D),1963,7,3.0,14,4.0,"ST1(7,3.0)+ST2(14,4.0)",1.5%,1:3,4.5%,1%,13,69.23,767.41,10767.41,7.67,3.3,2.58,59.03,139.2,-121.34,85.27
SOL/INR,5m,2026-09-17 to 2026-09-24 (7D),1963,14,4.0,7,3.0,"ST1(14,4.0)+ST2(7,3.0)",1.5%,1:3,4.5%,1%,13,69.23,767.41,10767.41,7.67,3.3,2.58,59.03,139.2,-121.34,85.27
SOL/INR,5m,2026-09-17 to 2026-09-24 (7D),1963,14,4.0,10,3.0,"ST1(14,4.0)+ST2(10,3.0)",1.5%,1:3,4.5%,1%,13,69.23,767.41,10767.41,7.67,3.3,2.58,59.03,139.2,-121.34,86.14
SOL/INR,5m,2026-09-17 to 2026-09-24 (7D),1963,14,4.0,14,3.0,"ST1(14,4.0)+ST2(14,3.0)",1.5%,1:3,4.5%,1%,13,69.23,767.41,10767.41,7.67,3.3,2.58,59.03,139.2,-121.34,84.66
SOL/INR,5m,2026-09-17 to 2026-09-24 (7D),1963,14,4.0,12,3.0,"ST1(14,4.0)+ST2(12,3.0)",1.5%,1:3,4.5%,1%,13,69.23,767.41,10767.41,7.67,3.3,2.58,59.03,139.2,-121.34,86.14
SOL/INR,5m,2026-09-17 to 2026-09-24 (7D),1963,14,3.0,14,4.0,"ST1(14,3.0)+ST2(14,4.0)",1.5%,1:3,4.5%,1%,13,69.23,767.41,10767.41,7.67,3.3,2.58,59.03,139.2,-121.34,84.66
SOL/INR,5m,2026-09-17 to 2026-09-24 (7D),1963,10,2.0,14,4.0,"ST1(10,2.0)+ST2(14,4.0)",1.5%,1:3,4.5%,1%,14,71.43,766.81,10766.81,7.67,3.19,2.59,54.77,124.77,-120.22,85.58
SOL/INR,5m,2026-09-17 to 2026-09-24 (7D),1963,12,2.0,14,4.0,"ST1(12,2.0)+ST2(14,4.0)",1.5%,1:3,4.5%,1%,14,71.43,766.81,10766.81,7.67,3.19,2.59,54.77,124.77,-120.22,85.58
SOL/INR,5m,2026-09-17 to 2026-09-24 (7D),1963,14,4.0,7,2.0,"ST1(14,4.0)+ST2(7,2.0)",1.5%,1:3,4.5%,1%,14,71.43,766.81,10766.81,7.67,3.19,2.59,54.77,124.77,-120.22,85.58
SOL/INR,5m,2026-09-17 to 2026-09-24 (7D),1963,7,2.0,14,4.0,"ST1(7,2.0)+ST2(14,4.0)",1.5%,1:3,4.5%,1%,14,71.43,766.81,10766.81,7.67,3.19,2.59,54.77,124.77,-120.22,85.58
SOL/INR,5m,2026-09-17 to 2026-09-24 (7D),1963,14,4.0,10,2.0,"ST1(14,4.0)+ST2(10,2.0)",1.5%,1:3,4.5%,1%,14,71.43,766.81,10766.81,7.67,3.19,2.59,54.77,124.77,-120.22,85.58
SOL/INR,5m,2026-09-17 to 2026-09-24 (7D),1963,14,4.0,12,2.0,"ST1(14,4.0)+ST2(12,2.0)",1.5%,1:3,4.5%,1%,14,71.43,766.81,10766.81,7.67,3.19,2.59,54.77,124.77,-120.22,85.58
SOL/INR,5m,2026-09-17 to 2026-09-24 (7D),1963,7,3.5,14,4.0,"ST1(7,3.5)+ST2(14,4.0)",1.5%,1:3,4.5%,1%,14,64.29,750.79,10750.79,7.51,3.3,2.41,53.63,142.68,-106.66,87.21
SOL/INR,5m,2026-09-17 to 2026-09-24 (7D),1963,14,4.0,7,3.5,"ST1(14,4.0)+ST2(7,3.5)",1.5%,1:3,4.5%,1%,14,64.29,750.79,10750.79,7.51,3.3,2.41,53.63,142.68,-106.66,87.21
SOL/INR,30m,2026-07-25 to 2026-09-24 (60D),2872,12,4.0,10,3.0,"ST1(12,4.0)+ST2(10,3.0)",1.5%,1:3,4.5%,1%,82,42.68,747.19,10747.19,7.47,7.98,1.17,9.11,148.89,-94.98,55.38
SOL/INR,30m,2026-07-25 to 2026-09-24 (60D),2872,10,3.0,12,4.0,"ST1(10,3.0)+ST2(12,4.0)",1.5%,1:3,4.5%,1%,82,42.68,747.19,10747.19,7.47,7.98,1.17,9.11,148.89,-94.98,55.38
SOL/INR,30m,2026-07-25 to 2026-09-24 (60D),2872,7,4.0,10,3.0,"ST1(7,4.0)+ST2(10,3.0)",1.5%,1:3,4.5%,1%,83,42.17,724.68,10724.68,7.25,7.84,1.17,8.73,145.45,-90.96,58.2
SOL/INR,30m,2026-07-25 to 2026-09-24 (60D),2872,10,3.0,7,4.0,"ST1(10,3.0)+ST2(7,4.0)",1.5%,1:3,4.5%,1%,83,42.17,724.68,10724.68,7.25,7.84,1.17,8.73,145.45,-90.96,58.2
SOL/INR,30m,2026-07-25 to 2026-09-24 (60D),2872,12,3.0,12,3.5,"ST1(12,3.0)+ST2(12,3.5)",1.5%,1:3,4.5%,1%,83,44.58,723.7,10723.7,7.24,6.97,1.17,8.72,135.94,-93.61,56.18
SOL/INR,30m,2026-07-25 to 2026-09-24 (60D),2872,12,3.5,12,3.0,"ST1(12,3.5)+ST2(12,3.0)",1.5%,1:3,4.5%,1%,83,44.58,723.7,10723.7,7.24,6.97,1.17,8.72,135.94,-93.61,56.18
BTC/INR,5m,2026-09-17 to 2026-09-24 (7D),1963,10,4.0,14,3.0,"ST1(10,4.0)+ST2(14,3.0)",1.5%,1:3,4.5%,1%,10,80.0,719.74,10719.74,7.2,1.11,6.72,71.97,105.71,-62.96,88.69
BTC/INR,5m,2026-09-17 to 2026-09-24 (7D),1963,10,3.0,10,4.0,"ST1(10,3.0)+ST2(10,4.0)",1.5%,1:3,4.5%,1%,10,80.0,719.74,10719.74,7.2,1.11,6.72,71.97,105.71,-62.96,88.69
BTC/INR,5m,2026-09-17 to 2026-09-24 (7D),1963,10,4.0,12,3.0,"ST1(10,4.0)+ST2(12,3.0)",1.5%,1:3,4.5%,1%,10,80.0,719.74,10719.74,7.2,1.11,6.72,71.97,105.71,-62.96,88.69
BTC/INR,5m,2026-09-17 to 2026-09-24 (7D),1963,12,4.0,14,3.0,"ST1(12,4.0)+ST2(14,3.0)",1.5%,1:3,4.5%,1%,10,80.0,719.74,10719.74,7.2,1.11,6.72,71.97,105.71,-62.96,88.69
BTC/INR,5m,2026-09-17 to 2026-09-24 (7D),1963,14,3.0,14,4.0,"ST1(14,3.0)+ST2(14,4.0)",1.5%,1:3,4.5%,1%,10,80.0,719.74,10719.74,7.2,1.11,6.72,71.97,105.71,-62.96,88.69
BTC/INR,5m,2026-09-17 to 2026-09-24 (7D),1963,12,3.0,14,4.0,"ST1(12,3.0)+ST2(14,4.0)",1.5%,1:3,4.5%,1%,10,80.0,719.74,10719.74,7.2,1.11,6.72,71.97,105.71,-62.96,88.69
BTC/INR,5m,2026-09-17 to 2026-09-24 (7D),1963,14,3.0,10,4.0,"ST1(14,3.0)+ST2(10,4.0)",1.5%,1:3,4.5%,1%,10,80.0,719.74,10719.74,7.2,1.11,6.72,71.97,105.71,-62.96,88.69
BTC/INR,5m,2026-09-17 to 2026-09-24 (7D),1963,14,4.0,12,3.0,"ST1(14,4.0)+ST2(12,3.0)",1.5%,1:3,4.5%,1%,10,80.0,719.74,10719.74,7.2,1.11,6.72,71.97,105.71,-62.96,88.69
BTC/INR,5m,2026-09-17 to 2026-09-24 (7D),1963,10,4.0,10,3.0,"ST1(10,4.0)+ST2(10,3.0)",1.5%,1:3,4.5%,1%,10,80.0,719.74,10719.74,7.2,1.11,6.72,71.97,105.71,-62.96,88.69
BTC/INR,5m,2026-09-17 to 2026-09-24 (7D),1963,14,4.0,10,3.0,"ST1(14,4.0)+ST2(10,3.0)",1.5%,1:3,4.5%,1%,10,80.0,719.74,10719.74,7.2,1.11,6.72,71.97,105.71,-62.96,88.69
BTC/INR,5m,2026-09-17 to 2026-09-24 (7D),1963,14,4.0,14,3.0,"ST1(14,4.0)+ST2(14,3.0)",1.5%,1:3,4.5%,1%,10,80.0,719.74,10719.74,7.2,1.11,6.72,71.97,105.71,-62.96,88.69
BTC/INR,5m,2026-09-17 to 2026-09-24 (7D),1963,10,3.0,14,4.0,"ST1(10,3.0)+ST2(14,4.0)",1.5%,1:3,4.5%,1%,10,80.0,719.74,10719.74,7.2,1.11,6.72,71.97,105.71,-62.96,88.69
BTC/INR,5m,2026-09-17 to 2026-09-24 (7D),1963,12,4.0,12,3.0,"ST1(12,4.0)+ST2(12,3.0)",1.5%,1:3,4.5%,1%,10,80.0,719.74,10719.74,7.2,1.11,6.72,71.97,105.71,-62.96,88.69
BTC/INR,5m,2026-09-17 to 2026-09-24 (7D),1963,10,3.0,12,4.0,"ST1(10,3.0)+ST2(12,4.0)",1.5%,1:3,4.5%,1%,10,80.0,719.74,10719.74,7.2,1.11,6.72,71.97,105.71,-62.96,88.69
BTC/INR,5m,2026-09-17 to 2026-09-24 (7D),1963,12,4.0,10,3.0,"ST1(12,4.0)+ST2(10,3.0)",1.5%,1:3,4.5%,1%,10,80.0,719.74,10719.74,7.2,1.11,6.72,71.97,105.71,-62.96,88.69
BTC/INR,5m,2026-09-17 to 2026-09-24 (7D),1963,14,3.0,12,4.0,"ST1(14,3.0)+ST2(12,4.0)",1.5%,1:3,4.5%,1%,10,80.0,719.74,10719.74,7.2,1.11,6.72,71.97,105.71,-62.96,88.69
BTC/INR,5m,2026-09-17 to 2026-09-24 (7D),1963,12,3.0,10,4.0,"ST1(12,3.0)+ST2(10,4.0)",1.5%,1:3,4.5%,1%,10,80.0,719.74,10719.74,7.2,1.11,6.72,71.97,105.71,-62.96,88.69
BTC/INR,5m,2026-09-17 to 2026-09-24 (7D),1963,12,3.0,12,4.0,"ST1(12,3.0)+ST2(12,4.0)",1.5%,1:3,4.5%,1%,10,80.0,719.74,10719.74,7.2,1.11,6.72,71.97,105.71,-62.96,88.69
SOL/INR,30m,2026-07-25 to 2026-09-24 (60D),2872,10,3.0,7,3.5,"ST1(10,3.0)+ST2(7,3.5)",1.5%,1:3,4.5%,1%,83,42.17,716.02,10716.02,7.16,6.81,1.16,8.63,146.35,-91.8,58.69
SOL/INR,30m,2026-07-25 to 2026-09-24 (60D),2872,7,3.5,10,3.0,"ST1(7,3.5)+ST2(10,3.0)",1.5%,1:3,4.5%,1%,83,42.17,716.02,10716.02,7.16,6.81,1.16,8.63,146.35,-91.8,58.69
SOL/INR,30m,2026-07-25 to 2026-09-24 (60D),2872,7,2.0,12,3.5,"ST1(7,2.0)+ST2(12,3.5)",1.5%,1:3,4.5%,1%,78,42.31,709.58,10709.58,7.1,8.66,1.18,9.1,141.94,-88.32,55.0
SOL/INR,30m,2026-07-25 to 2026-09-24 (60D),2872,12,3.5,7,2.0,"ST1(12,3.5)+ST2(7,2.0)",1.5%,1:3,4.5%,1%,78,42.31,709.58,10709.58,7.1,8.66,1.18,9.1,141.94,-88.32,55.0
SOL/INR,30m,2026-07-25 to 2026-09-24 (60D),2872,7,2.0,14,4.0,"ST1(7,2.0)+ST2(14,4.0)",1.5%,1:3,4.5%,1%,77,40.26,704.28,10704.28,7.04,7.84,1.17,9.15,155.01,-89.16,54.27
